CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/1439.py
MEM 26.359375 1745294932.8905
MEM 26.515625 1745294932.8926
MEM 26.515625 1745294932.8938
MEM 26.515625 1745294932.8950
MEM 26.515625 1745294932.8962
MEM 26.515625 1745294932.8974
MEM 26.515625 1745294932.8987
MEM 26.671875 1745294932.9000
MEM 26.671875 1745294932.9012
MEM 26.671875 1745294932.9026
MEM 26.828125 1745294932.9065
MEM 26.828125 1745294932.9077
MEM 26.984375 1745294932.9089
MEM 26.984375 1745294932.9110
MEM 26.984375 1745294932.9122
MEM 26.984375 1745294932.9133
MEM 26.984375 1745294932.9145
MEM 26.984375 1745294932.9157
MEM 26.984375 1745294932.9168
MEM 26.984375 1745294932.9180
MEM 26.984375 1745294932.9191
MEM 27.140625 1745294932.9203
MEM 27.140625 1745294932.9215
MEM 27.140625 1745294932.9226
MEM 27.140625 1745294932.9238
MEM 27.140625 1745294932.9254
MEM 27.296875 1745294932.9266
MEM 27.296875 1745294932.9279
MEM 27.296875 1745294932.9293
MEM 27.296875 1745294932.9305
MEM 27.296875 1745294932.9317
MEM 27.453125 1745294932.9328
MEM 27.453125 1745294932.9340
MEM 27.609375 1745294932.9382
MEM 27.609375 1745294932.9394
MEM 27.785156 1745294932.9405
MEM 27.785156 1745294932.9417
MEM 27.785156 1745294932.9429
MEM 27.785156 1745294932.9440
MEM 27.785156 1745294932.9452
MEM 27.941406 1745294932.9463
MEM 27.941406 1745294932.9475
MEM 27.941406 1745294932.9486
MEM 27.941406 1745294932.9498
MEM 27.941406 1745294932.9509
MEM 27.941406 1745294932.9521
MEM 28.097656 1745294932.9533
MEM 28.097656 1745294932.9567
MEM 28.097656 1745294932.9579
MEM 28.253906 1745294932.9590
MEM 28.253906 1745294932.9602
MEM 28.253906 1745294932.9613
MEM 28.253906 1745294932.9625
MEM 28.253906 1745294932.9636
MEM 28.253906 1745294932.9648
MEM 28.253906 1745294932.9659
MEM 28.253906 1745294932.9671
MEM 28.253906 1745294932.9685
MEM 28.410156 1745294932.9735
MEM 28.410156 1745294932.9747
MEM 28.410156 1745294932.9759
MEM 28.410156 1745294932.9770
MEM 28.566406 1745294932.9782
MEM 28.722656 1745294932.9794
MEM 28.878906 1745294932.9806
MEM 28.878906 1745294932.9818
MEM 28.878906 1745294932.9830
MEM 28.878906 1745294932.9843
MEM 29.035156 1745294932.9855
MEM 29.035156 1745294932.9867
MEM 29.035156 1745294932.9879
MEM 29.191406 1745294932.9890
MEM 29.191406 1745294932.9903
MEM 29.191406 1745294932.9915
MEM 29.191406 1745294932.9926
MEM 29.191406 1745294932.9938
MEM 29.191406 1745294932.9950
MEM 29.191406 1745294932.9962
MEM 29.191406 1745294932.9976
MEM 29.347656 1745294932.9987
MEM 29.687500 1745294932.9999
MEM 30.421875 1745294933.0011
MEM 30.785156 1745294933.0022
MEM 31.175781 1745294933.0034
MEM 31.511719 1745294933.0065
MEM 31.511719 1745294933.0077
MEM 31.511719 1745294933.0089
MEM 31.511719 1745294933.0100
MEM 31.511719 1745294933.0112
MEM 31.511719 1745294933.0125
MEM 31.667969 1745294933.0137
MEM 31.667969 1745294933.0149
MEM 31.824219 1745294933.0160
MEM 31.824219 1745294933.0172
MEM 31.824219 1745294933.0184
MEM 31.824219 1745294933.0197
MEM 31.980469 1745294933.0235
MEM 32.136719 1745294933.0247
MEM 32.136719 1745294933.0258
MEM 32.136719 1745294933.0270
MEM 32.136719 1745294933.0282
MEM 32.292969 1745294933.0293
MEM 32.292969 1745294933.0305
MEM 32.605469 1745294933.0316
MEM 32.605469 1745294933.0328
MEM 32.605469 1745294933.0340
MEM 32.605469 1745294933.0352
MEM 32.605469 1745294933.0363
MEM 32.761719 1745294933.0375
MEM 32.917969 1745294933.0386
MEM 32.917969 1745294933.0398
MEM 32.917969 1745294933.0410
MEM 33.074219 1745294933.0422
MEM 33.074219 1745294933.0433
MEM 33.074219 1745294933.0445
MEM 33.230469 1745294933.0457
MEM 33.230469 1745294933.0469
MEM 33.230469 1745294933.0515
MEM 33.230469 1745294933.0527
MEM 33.230469 1745294933.0539
MEM 33.386719 1745294933.0551
MEM 33.386719 1745294933.0562
MEM 33.699219 1745294933.0574
MEM 33.699219 1745294933.0586
MEM 33.699219 1745294933.0598
MEM 33.699219 1745294933.0610
MEM 33.699219 1745294933.0621
MEM 33.699219 1745294933.0633
MEM 33.699219 1745294933.0645
MEM 33.699219 1745294933.0656
MEM 33.699219 1745294933.0668
MEM 33.855469 1745294933.0679
MEM 33.855469 1745294933.0691
MEM 33.855469 1745294933.0702
MEM 33.855469 1745294933.0714
MEM 33.855469 1745294933.0726
MEM 34.011719 1745294933.0737
MEM 34.578125 1745294933.0749
MEM 34.578125 1745294933.0760
MEM 34.734375 1745294933.0772
MEM 34.734375 1745294933.0783
MEM 34.890625 1745294933.0795
MEM 34.890625 1745294933.0806
MEM 34.890625 1745294933.0817
MEM 34.890625 1745294933.0829
MEM 34.890625 1745294933.0840
MEM 35.046875 1745294933.0852
MEM 36.109375 1745294933.0895
MEM 36.109375 1745294933.0906
MEM 36.265625 1745294933.0918
MEM 36.265625 1745294933.0929
MEM 36.421875 1745294933.0941
MEM 36.421875 1745294933.0952
MEM 36.578125 1745294933.0964
MEM 36.734375 1745294933.0976
MEM 36.734375 1745294933.0987
MEM 36.890625 1745294933.0999
MEM 37.046875 1745294933.1015
MEM 37.046875 1745294933.1026
MEM 37.203125 1745294933.1038
MEM 37.203125 1745294933.1050
MEM 37.359375 1745294933.1061
MEM 37.515625 1745294933.1073
MEM 37.515625 1745294933.1084
MEM 37.828125 1745294933.1096
MEM 37.984375 1745294933.1108
MEM 37.984375 1745294933.1119
MEM 37.984375 1745294933.1131
MEM 38.140625 1745294933.1142
MEM 38.140625 1745294933.1154
MEM 38.609375 1745294933.1185
MEM 38.765625 1745294933.1196
MEM 38.921875 1745294933.1208
MEM 38.921875 1745294933.1219
MEM 39.078125 1745294933.1231
MEM 39.234375 1745294933.1242
MEM 39.546875 1745294933.1254
MEM 39.703125 1745294933.1265
MEM 39.703125 1745294933.1277
MEM 39.859375 1745294933.1288
MEM 39.859375 1745294933.1300
MEM 40.015625 1745294933.1311
MEM 40.171875 1745294933.1323
MEM 40.511719 1745294933.1334
MEM 40.511719 1745294933.1346
MEM 40.667969 1745294933.1357
MEM 40.667969 1745294933.1369
MEM 40.667969 1745294933.1380
MEM 40.980469 1745294933.1392
MEM 41.136719 1745294933.1410
MEM 41.296875 1745294933.1421
MEM 41.453125 1745294933.1435
MEM 41.921875 1745294933.1485
MEM 41.921875 1745294933.1497
MEM 42.078125 1745294933.1508
MEM 42.078125 1745294933.1520
MEM 42.078125 1745294933.1531
MEM 42.390625 1745294933.1543
MEM 42.546875 1745294933.1554
MEM 42.546875 1745294933.1566
MEM 42.703125 1745294933.1577
MEM 42.859375 1745294933.1589
MEM 43.015625 1745294933.1600
MEM 43.171875 1745294933.1612
MEM 43.328125 1745294933.1623
MEM 43.328125 1745294933.1635
MEM 43.484375 1745294933.1646
MEM 43.640625 1745294933.1658
MEM 43.640625 1745294933.1669
MEM 43.796875 1745294933.1681
MEM 43.953125 1745294933.1692
MEM 43.953125 1745294933.1704
MEM 44.109375 1745294933.1720
MEM 44.265625 1745294933.1732
MEM 44.421875 1745294933.1746
MEM 44.890625 1745294933.1798
MEM 45.046875 1745294933.1810
MEM 46.453125 1745294933.1821
MEM 46.085938 1745294933.1832
MEM 46.242188 1745294933.1844
MEM 46.242188 1745294933.1855
MEM 46.398438 1745294933.1867
MEM 46.554688 1745294933.1878
MEM 46.710938 1745294933.1890
MEM 46.710938 1745294933.1901
MEM 46.867188 1745294933.1913
MEM 46.867188 1745294933.1924
MEM 46.867188 1745294933.1936
MEM 47.023438 1745294933.1947
MEM 47.023438 1745294933.1958
MEM 47.023438 1745294933.1970
MEM 47.179688 1745294933.1981
MEM 47.179688 1745294933.1993
MEM 47.179688 1745294933.2004
MEM 47.179688 1745294933.2016
MEM 47.335938 1745294933.2027
MEM 47.335938 1745294933.2039
MEM 47.335938 1745294933.2052
MEM 47.335938 1745294933.2075
MEM 47.335938 1745294933.2087
MEM 47.335938 1745294933.2098
MEM 47.335938 1745294933.2110
MEM 47.335938 1745294933.2121
MEM 47.335938 1745294933.2132
MEM 47.335938 1745294933.2144
MEM 47.335938 1745294933.2156
MEM 47.335938 1745294933.2198
MEM 47.335938 1745294933.2210
MEM 47.335938 1745294933.2221
MEM 47.335938 1745294933.2233
MEM 47.335938 1745294933.2245
MEM 47.335938 1745294933.2256
MEM 47.335938 1745294933.2268
MEM 47.335938 1745294933.2279
MEM 47.335938 1745294933.2291
MEM 47.335938 1745294933.2302
MEM 47.335938 1745294933.2314
MEM 47.335938 1745294933.2325
MEM 47.335938 1745294933.2337
MEM 47.335938 1745294933.2348
MEM 47.335938 1745294933.2360
MEM 47.335938 1745294933.2371
MEM 47.335938 1745294933.2382
MEM 47.335938 1745294933.2394
MEM 47.492188 1745294933.2405
MEM 47.804688 1745294933.2417
MEM 47.804688 1745294933.2428
MEM 47.960938 1745294933.2440
MEM 47.960938 1745294933.2451
MEM 47.960938 1745294933.2463
MEM 47.960938 1745294933.2474
MEM 48.117188 1745294933.2486
MEM 48.273438 1745294933.2497
MEM 48.273438 1745294933.2509
MEM 48.429688 1745294933.2520
MEM 48.429688 1745294933.2532
MEM 48.429688 1745294933.2545
MEM 48.429688 1745294933.2568
MEM 48.429688 1745294933.2579
MEM 48.429688 1745294933.2591
MEM 48.585938 1745294933.2602
MEM 48.585938 1745294933.2614
MEM 48.742188 1745294933.2655
MEM 48.742188 1745294933.2667
MEM 48.742188 1745294933.2678
MEM 48.898438 1745294933.2690
MEM 48.898438 1745294933.2701
MEM 48.898438 1745294933.2713
MEM 49.367188 1745294933.2724
MEM 50.148438 1745294933.2736
MEM 50.617188 1745294933.2748
MEM 51.242188 1745294933.2759
MEM 51.398438 1745294933.2771
MEM 51.554688 1745294933.2782
MEM 51.554688 1745294933.2794
MEM 51.554688 1745294933.2805
MEM 51.554688 1745294933.2817
MEM 51.554688 1745294933.2828
MEM 51.554688 1745294933.2840
MEM 51.554688 1745294933.2852
MEM 51.554688 1745294933.2867
MEM 51.554688 1745294933.2878
MEM 51.554688 1745294933.2890
MEM 51.554688 1745294933.2901
MEM 51.554688 1745294933.2912
MEM 51.554688 1745294933.2924
MEM 51.554688 1745294933.2975
MEM 51.554688 1745294933.2987
MEM 51.554688 1745294933.2998
MEM 51.554688 1745294933.3010
MEM 51.554688 1745294933.3021
MEM 51.554688 1745294933.3033
MEM 51.554688 1745294933.3044
MEM 51.554688 1745294933.3056
MEM 51.554688 1745294933.3067
MEM 51.554688 1745294933.3079
MEM 51.554688 1745294933.3091
MEM 51.554688 1745294933.3102
MEM 51.554688 1745294933.3114
MEM 51.554688 1745294933.3126
MEM 51.554688 1745294933.3137
MEM 51.554688 1745294933.3149
MEM 51.554688 1745294933.3160
MEM 51.554688 1745294933.3171
MEM 51.554688 1745294933.3183
MEM 51.554688 1745294933.3199
MEM 51.554688 1745294933.3211
MEM 51.554688 1745294933.3223
MEM 51.554688 1745294933.3235
MEM 51.554688 1745294933.3247
MEM 51.554688 1745294933.3258
MEM 51.554688 1745294933.3270
MEM 51.554688 1745294933.3281
MEM 51.554688 1745294933.3293
MEM 51.554688 1745294933.3304
MEM 51.554688 1745294933.3336
MEM 51.554688 1745294933.3348
MEM 51.554688 1745294933.3377
MEM 51.554688 1745294933.3388
MEM 51.554688 1745294933.3400
MEM 51.554688 1745294933.3417
MEM 51.554688 1745294933.3428
MEM 51.554688 1745294933.3443
MEM 51.554688 1745294933.3454
MEM 51.554688 1745294933.3466
MEM 51.554688 1745294933.3477
MEM 51.554688 1745294933.3488
MEM 51.554688 1745294933.3500
MEM 51.554688 1745294933.3556
MEM 51.554688 1745294933.3568
MEM 51.554688 1745294933.3579
MEM 51.554688 1745294933.3591
MEM 51.554688 1745294933.3603
MEM 51.554688 1745294933.3614
MEM 51.554688 1745294933.3626
MEM 51.554688 1745294933.3637
MEM 51.554688 1745294933.3649
MEM 51.554688 1745294933.3662
MEM 51.554688 1745294933.3673
MEM 51.554688 1745294933.3685
MEM 51.554688 1745294933.3700
MEM 51.554688 1745294933.3722
MEM 51.554688 1745294933.3748
MEM 51.554688 1745294933.3759
MEM 51.554688 1745294933.3771
MEM 51.554688 1745294933.3782
MEM 51.554688 1745294933.3794
MEM 51.710938 1745294933.3815
MEM 51.710938 1745294933.3865
MEM 51.710938 1745294933.3878
MEM 51.710938 1745294933.3890
MEM 51.710938 1745294933.3901
MEM 51.710938 1745294933.3913
MEM 51.710938 1745294933.3924
MEM 51.710938 1745294933.3936
MEM 51.710938 1745294933.3948
MEM 51.710938 1745294933.3959
MEM 51.710938 1745294933.3971
MEM 51.710938 1745294933.3982
MEM 51.710938 1745294933.3994
MEM 51.710938 1745294933.4006
MEM 51.710938 1745294933.4017
MEM 51.710938 1745294933.4029
MEM 51.710938 1745294933.4040
MEM 51.710938 1745294933.4052
MEM 51.710938 1745294933.4064
MEM 51.710938 1745294933.4076
MEM 51.710938 1745294933.4087
MEM 51.710938 1745294933.4099
MEM 51.710938 1745294933.4110
MEM 51.710938 1745294933.4145
MEM 51.710938 1745294933.4157
MEM 51.710938 1745294933.4168
MEM 51.710938 1745294933.4180
MEM 51.710938 1745294933.4191
MEM 51.710938 1745294933.4202
MEM 51.710938 1745294933.4213
MEM 51.710938 1745294933.4227
MEM 51.710938 1745294933.4239
MEM 51.710938 1745294933.4250
MEM 51.710938 1745294933.4261
MEM 51.710938 1745294933.4273
MEM 51.710938 1745294933.4285
MEM 51.710938 1745294933.4296
MEM 51.710938 1745294933.4308
MEM 51.710938 1745294933.4319
MEM 51.710938 1745294933.4331
MEM 51.710938 1745294933.4343
MEM 51.710938 1745294933.4375
MEM 51.710938 1745294933.4387
MEM 51.710938 1745294933.4399
MEM 51.710938 1745294933.4411
MEM 51.710938 1745294933.4422
MEM 51.710938 1745294933.4433
MEM 51.710938 1745294933.4444
MEM 51.710938 1745294933.4456
MEM 51.710938 1745294933.4467
MEM 51.710938 1745294933.4478
MEM 51.710938 1745294933.4490
MEM 51.710938 1745294933.4501
MEM 51.710938 1745294933.4512
MEM 51.710938 1745294933.4524
MEM 51.710938 1745294933.4535
MEM 51.710938 1745294933.4546
MEM 51.710938 1745294933.4557
MEM 51.710938 1745294933.4569
MEM 51.710938 1745294933.4583
MEM 51.710938 1745294933.4594
MEM 51.710938 1745294933.4605
MEM 51.710938 1745294933.4617
MEM 51.710938 1745294933.4629
MEM 51.710938 1745294933.4640
MEM 51.710938 1745294933.4652
MEM 51.710938 1745294933.4663
MEM 51.710938 1745294933.4674
MEM 51.710938 1745294933.4688
MEM 51.710938 1745294933.4700
MEM 51.710938 1745294933.4711
MEM 51.710938 1745294933.4723
MEM 51.710938 1745294933.4734
MEM 51.710938 1745294933.4747
MEM 51.710938 1745294933.4775
MEM 51.710938 1745294933.4787
MEM 51.710938 1745294933.4798
MEM 51.710938 1745294933.4809
MEM 51.710938 1745294933.4820
MEM 51.710938 1745294933.4832
MEM 51.710938 1745294933.4843
MEM 51.710938 1745294933.4854
MEM 51.710938 1745294933.4866
MEM 51.710938 1745294933.4877
MEM 51.710938 1745294933.4888
MEM 51.710938 1745294933.4905
MEM 51.710938 1745294933.4916
MEM 51.710938 1745294933.4927
MEM 51.710938 1745294933.4939
MEM 51.710938 1745294933.4951
MEM 51.710938 1745294933.4962
MEM 51.710938 1745294933.4995
MEM 51.710938 1745294933.5007
MEM 51.710938 1745294933.5018
MEM 51.710938 1745294933.5029
MEM 51.710938 1745294933.5041
MEM 51.710938 1745294933.5052
MEM 51.710938 1745294933.5063
MEM 51.710938 1745294933.5074
MEM 51.710938 1745294933.5085
MEM 51.710938 1745294933.5097
MEM 51.710938 1745294933.5108
MEM 51.710938 1745294933.5119
MEM 51.710938 1745294933.5134
MEM 51.710938 1745294933.5146
MEM 51.710938 1745294933.5159
MEM 51.710938 1745294933.5170
MEM 51.710938 1745294933.5181
MEM 51.710938 1745294933.5193
MEM 51.710938 1745294933.5204
MEM 51.710938 1745294933.5244
MEM 51.710938 1745294933.5256
MEM 51.710938 1745294933.5267
MEM 51.710938 1745294933.5306
MEM 51.710938 1745294933.5319
MEM 51.710938 1745294933.5331
MEM 51.710938 1745294933.5342
MEM 51.710938 1745294933.5353
MEM 51.710938 1745294933.5364
MEM 51.710938 1745294933.5375
MEM 51.710938 1745294933.5387
MEM 51.710938 1745294933.5398
MEM 51.710938 1745294933.5409
MEM 51.710938 1745294933.5420
MEM 51.710938 1745294933.5432
MEM 51.710938 1745294933.5443
MEM 51.710938 1745294933.5454
MEM 51.710938 1745294933.5465
MEM 51.710938 1745294933.5477
MEM 51.710938 1745294933.5488
MEM 51.710938 1745294933.5500
MEM 51.710938 1745294933.5511
MEM 51.710938 1745294933.5524
MEM 51.710938 1745294933.5536
MEM 51.710938 1745294933.5548
MEM 51.710938 1745294933.5560
MEM 51.710938 1745294933.5571
MEM 51.710938 1745294933.5583
MEM 51.710938 1745294933.5594
MEM 51.710938 1745294933.5606
MEM 51.710938 1745294933.5619
MEM 51.710938 1745294933.5631
MEM 51.710938 1745294933.5642
MEM 51.710938 1745294933.5654
MEM 51.710938 1745294933.5665
MEM 51.710938 1745294933.5677
MEM 51.710938 1745294933.5689
MEM 51.710938 1745294933.5700
MEM 51.710938 1745294933.5712
MEM 51.710938 1745294933.5723
MEM 51.710938 1745294933.5735
MEM 51.710938 1745294933.5775
MEM 51.710938 1745294933.5786
MEM 51.710938 1745294933.5798
MEM 51.710938 1745294933.5809
MEM 51.710938 1745294933.5821
MEM 51.710938 1745294933.5846
MEM 51.710938 1745294933.5858
MEM 51.710938 1745294933.5869
MEM 51.710938 1745294933.5881
MEM 51.710938 1745294933.5893
MEM 51.710938 1745294933.5904
MEM 51.710938 1745294933.5916
MEM 51.710938 1745294933.5927
MEM 51.710938 1745294933.5938
MEM 51.710938 1745294933.5950
MEM 51.710938 1745294933.5961
MEM 51.710938 1745294933.5973
MEM 51.710938 1745294933.6005
MEM 51.710938 1745294933.6017
MEM 51.710938 1745294933.6028
MEM 51.710938 1745294933.6040
MEM 51.710938 1745294933.6075
MEM 51.710938 1745294933.6087
MEM 51.710938 1745294933.6098
MEM 51.710938 1745294933.6110
MEM 51.710938 1745294933.6121
MEM 51.710938 1745294933.6133
MEM 51.710938 1745294933.6144
MEM 51.710938 1745294933.6156
MEM 51.710938 1745294933.6215
MEM 51.710938 1745294933.6227
MEM 51.710938 1745294933.6239
MEM 51.710938 1745294933.6250
MEM 51.710938 1745294933.6262
MEM 51.710938 1745294933.6274
MEM 51.710938 1745294933.6285
MEM 51.710938 1745294933.6297
MEM 51.710938 1745294933.6308
MEM 51.710938 1745294933.6320
MEM 51.710938 1745294933.6332
MEM 51.710938 1745294933.6344
MEM 51.710938 1745294933.6355
MEM 51.710938 1745294933.6367
MEM 51.710938 1745294933.6378
MEM 51.710938 1745294933.6390
MEM 51.710938 1745294933.6401
MEM 51.710938 1745294933.6413
MEM 51.710938 1745294933.6424
MEM 51.710938 1745294933.6436
MEM 51.710938 1745294933.6447
MEM 51.710938 1745294933.6459
MEM 51.710938 1745294933.6470
MEM 51.710938 1745294933.6482
MEM 51.710938 1745294933.6493
MEM 51.710938 1745294933.6525
MEM 51.710938 1745294933.6538
MEM 51.710938 1745294933.6549
MEM 51.710938 1745294933.6561
MEM 51.710938 1745294933.6573
MEM 51.710938 1745294933.6584
MEM 51.710938 1745294933.6595
MEM 51.710938 1745294933.6606
MEM 51.710938 1745294933.6618
MEM 51.710938 1745294933.6629
MEM 51.710938 1745294933.6666
MEM 51.710938 1745294933.6677
MEM 51.710938 1745294933.6689
MEM 51.710938 1745294933.6700
MEM 51.710938 1745294933.6712
MEM 51.710938 1745294933.6726
MEM 51.710938 1745294933.6738
MEM 51.710938 1745294933.6749
MEM 51.710938 1745294933.6761
MEM 50.792969 1745294933.6772
MEM 0.000000 1745294933.6784
MEM 0.000000 1745294933.6796
MEM 0.000000 1745294933.6807
