CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/275.py
MEM 45.191406 1745294933.6879
MEM 45.347656 1745294933.6890
MEM 46.378906 1745294933.6902
MEM 46.378906 1745294933.6914
MEM 46.535156 1745294933.6925
MEM 46.535156 1745294933.6937
MEM 46.691406 1745294933.6949
MEM 46.847656 1745294933.6960
MEM 46.847656 1745294933.6972
MEM 47.003906 1745294933.6984
MEM 47.160156 1745294933.6995
MEM 47.316406 1745294933.7035
MEM 47.316406 1745294933.7047
MEM 47.316406 1745294933.7059
MEM 47.316406 1745294933.7070
MEM 47.472656 1745294933.7082
MEM 47.472656 1745294933.7094
MEM 47.472656 1745294933.7106
MEM 47.472656 1745294933.7117
MEM 47.628906 1745294933.7129
MEM 47.628906 1745294933.7140
MEM 47.628906 1745294933.7152
MEM 47.628906 1745294933.7163
MEM 47.628906 1745294933.7175
MEM 47.628906 1745294933.7186
MEM 47.628906 1745294933.7198
MEM 47.628906 1745294933.7209
MEM 47.628906 1745294933.7221
MEM 47.628906 1745294933.7232
MEM 47.628906 1745294933.7244
MEM 47.628906 1745294933.7255
MEM 47.628906 1745294933.7266
MEM 47.628906 1745294933.7278
MEM 47.628906 1745294933.7289
MEM 47.628906 1745294933.7301
MEM 47.628906 1745294933.7312
MEM 47.628906 1745294933.7323
MEM 47.628906 1745294933.7345
MEM 47.628906 1745294933.7356
MEM 47.628906 1745294933.7368
MEM 47.628906 1745294933.7379
MEM 47.628906 1745294933.7391
MEM 47.628906 1745294933.7402
MEM 47.628906 1745294933.7413
MEM 47.628906 1745294933.7424
MEM 47.628906 1745294933.7455
MEM 47.628906 1745294933.7467
MEM 47.628906 1745294933.7478
MEM 47.628906 1745294933.7490
MEM 47.941406 1745294933.7502
MEM 48.097656 1745294933.7513
MEM 48.097656 1745294933.7525
MEM 48.253906 1745294933.7536
MEM 48.253906 1745294933.7547
MEM 48.410156 1745294933.7559
MEM 48.410156 1745294933.7570
MEM 48.566406 1745294933.7582
MEM 48.566406 1745294933.7593
MEM 48.566406 1745294933.7604
MEM 48.722656 1745294933.7616
MEM 48.722656 1745294933.7635
MEM 48.722656 1745294933.7646
MEM 48.878906 1745294933.7658
MEM 48.878906 1745294933.7669
MEM 48.878906 1745294933.7681
MEM 48.878906 1745294933.7692
MEM 49.035156 1745294933.7704
MEM 49.035156 1745294933.7716
MEM 49.191406 1745294933.7743
MEM 49.191406 1745294933.7755
MEM 49.191406 1745294933.7766
MEM 49.347656 1745294933.7778
MEM 50.128906 1745294933.7789
MEM 50.910156 1745294933.7800
MEM 51.691406 1745294933.7812
MEM 52.316406 1745294933.7823
MEM 53.253906 1745294933.7835
MEM 53.722656 1745294933.7846
MEM 54.035156 1745294933.7858
MEM 54.035156 1745294933.7869
MEM 54.191406 1745294933.7895
MEM 54.191406 1745294933.7907
MEM 54.191406 1745294933.7918
MEM 54.191406 1745294933.7930
MEM 54.191406 1745294933.7941
MEM 54.191406 1745294933.7953
MEM 54.191406 1745294933.7964
MEM 54.191406 1745294933.7977
MEM 54.191406 1745294933.7988
MEM 54.191406 1745294933.8000
MEM 54.191406 1745294933.8011
MEM 54.191406 1745294933.8023
MEM 54.191406 1745294933.8034
MEM 54.191406 1745294933.8048
MEM 54.191406 1745294933.8060
MEM 54.191406 1745294933.8071
MEM 54.191406 1745294933.8082
MEM 54.191406 1745294933.8094
MEM 54.191406 1745294933.8105
MEM 54.191406 1745294933.8116
MEM 54.191406 1745294933.8127
MEM 54.191406 1745294933.8139
MEM 54.191406 1745294933.8150
MEM 54.191406 1745294933.8161
MEM 54.191406 1745294933.8172
MEM 54.191406 1745294933.8183
MEM 54.191406 1745294933.8194
MEM 54.191406 1745294933.8205
MEM 54.191406 1745294933.8217
MEM 54.191406 1745294933.8228
MEM 54.191406 1745294933.8240
MEM 54.191406 1745294933.8251
MEM 54.191406 1745294933.8262
MEM 54.191406 1745294933.8273
MEM 54.191406 1745294933.8284
MEM 54.191406 1745294933.8295
MEM 54.191406 1745294933.8307
MEM 54.191406 1745294933.8318
MEM 54.191406 1745294933.8329
MEM 54.191406 1745294933.8340
MEM 54.191406 1745294933.8351
MEM 54.191406 1745294933.8362
MEM 54.191406 1745294933.8373
MEM 54.191406 1745294933.8384
MEM 54.191406 1745294933.8395
MEM 54.191406 1745294933.8406
MEM 54.191406 1745294933.8418
MEM 54.191406 1745294933.8429
MEM 54.191406 1745294933.8440
MEM 54.191406 1745294933.8451
MEM 54.191406 1745294933.8463
MEM 54.191406 1745294933.8474
MEM 54.191406 1745294933.8485
MEM 54.191406 1745294933.8496
MEM 54.191406 1745294933.8508
MEM 54.191406 1745294933.8519
MEM 54.191406 1745294933.8530
MEM 54.191406 1745294933.8541
MEM 54.191406 1745294933.8553
MEM 54.191406 1745294933.8564
MEM 54.191406 1745294933.8575
MEM 54.191406 1745294933.8587
MEM 54.191406 1745294933.8599
MEM 54.191406 1745294933.8610
MEM 54.191406 1745294933.8621
MEM 54.191406 1745294933.8632
MEM 54.191406 1745294933.8644
MEM 54.191406 1745294933.8655
MEM 54.191406 1745294933.8667
MEM 54.191406 1745294933.8678
MEM 54.191406 1745294933.8690
MEM 54.191406 1745294933.8701
MEM 54.191406 1745294933.8713
MEM 54.191406 1745294933.8724
MEM 54.191406 1745294933.8736
MEM 54.191406 1745294933.8748
MEM 54.191406 1745294933.8759
MEM 54.191406 1745294933.8771
MEM 54.191406 1745294933.8782
MEM 54.191406 1745294933.8794
MEM 54.191406 1745294933.8806
MEM 54.191406 1745294933.8817
MEM 54.191406 1745294933.8829
MEM 54.191406 1745294933.8841
MEM 54.191406 1745294933.8852
MEM 54.191406 1745294933.8864
MEM 54.191406 1745294933.8876
MEM 54.191406 1745294933.8888
MEM 54.191406 1745294933.8899
MEM 54.191406 1745294933.8911
MEM 54.191406 1745294933.8922
MEM 54.191406 1745294933.8933
MEM 54.191406 1745294933.8944
MEM 54.191406 1745294933.8956
MEM 54.191406 1745294933.8967
MEM 54.191406 1745294933.8978
MEM 54.191406 1745294933.8990
MEM 54.191406 1745294933.9001
MEM 54.191406 1745294933.9012
MEM 54.191406 1745294933.9026
MEM 54.191406 1745294933.9039
MEM 54.191406 1745294933.9051
MEM 54.191406 1745294933.9062
MEM 54.191406 1745294933.9073
MEM 54.191406 1745294933.9084
MEM 54.191406 1745294933.9095
MEM 54.191406 1745294933.9106
MEM 54.191406 1745294933.9118
MEM 54.191406 1745294933.9129
MEM 54.191406 1745294933.9140
MEM 54.191406 1745294933.9151
MEM 54.191406 1745294933.9162
MEM 54.191406 1745294933.9173
MEM 54.191406 1745294933.9184
MEM 54.191406 1745294933.9196
MEM 54.191406 1745294933.9207
MEM 54.191406 1745294933.9219
MEM 54.191406 1745294933.9230
MEM 54.191406 1745294933.9241
MEM 54.191406 1745294933.9253
MEM 54.191406 1745294933.9264
MEM 54.191406 1745294933.9276
MEM 54.191406 1745294933.9288
MEM 54.191406 1745294933.9300
MEM 54.191406 1745294933.9312
MEM 54.191406 1745294933.9326
MEM 54.191406 1745294933.9338
MEM 53.273438 1745294933.9349
MEM 0.000000 1745294933.9361
MEM 0.000000 1745294933.9372
MEM 0.000000 1745294933.9384
